Input Query: An Extended Outbreak of Infectious Peritonitis in a Closed Colony of European Wildcats (Fells silvestris)
topicNo score[0] rank_counter score[1] 
None 0a0bc6bc993e37df9be46a2c80e969cbac5a89db 1 0.8665656547496694 
None 0b1515138984b9f9f2d08a8aaedc388846b531d4 2 0.3998641652061291 
None 0ab9753b9860f6b8c433f07e1bf96c98f452ecb1 3 0.39899771024459163 
None 0ba1801a150e25b029cf3c2a38573435b21dea80 4 0.34348281131845837 
None 0a2ded6cbd632857d491140a57f2773c3610b10b 5 0.33553059608272384 
None 0a0571a18973e6198245c720980385ce77c7a153 6 0.3355156505555424 
None 0b703c00445f6c0bdd40d95f8e9dbd405a3a1e36 7 0.3103214826820876 
None 0babc8288cb5191ee7a1bf37511b415add1cc682 8 0.310314616132282 
None 0a19aacc124c9c42d66d481a9d0c837a76a252e6 9 0.3067574400273901 
None 00ae0041374cbbf28df0d2cbeb08c1396a4f7878 10 0.30202423145387153 
None 0a32446730827ad8152c6a61e4738e4e0b231412 11 0.30202423145387153 
None 0ba9eb42f3e220c2b2fc9c22937aa51123e8b3aa 12 0.3020242314538715 
None 0c0e91904a6c84a7ee80cc69fe83370aaa3ca708 13 0.3018239903974511 
None 0a6091c17b036524ee4c11c1082b6d9af211e574 14 0.29507907369795217 
None 0b5edd2e409c245c0934d4e7cb2d04f1c1fe1731 15 0.29098645654785177 
None 0be19bfb83d9eb0a6b6f1c7ce8b75a58d8b1ed6f 16 0.28880905389637085 
None 0b9541cb33bfaf15aa3838839a39ef78a11d8658 17 0.28880905389637085 
None 0a4773cad312ee8af34ed7ca7902dde8f28136f7 18 0.28880905389637085 
None 0aefcfb7f8f424c21f70dbb39518ea15fa9f01cb 19 0.28880905389637085 
None 0b460e73926eb107001c95c0dfeae2362b4251b0 20 0.27731733918444823 
None 0a094d28ffd685164050dbad0e1426abc73a4e18 21 0.27701078808496127 
None 0a4df0b92940218a7fc69cb46ba22c8f83a5bb9f 22 0.2764263082208111 
None 0bd206c313f628703bf896ecb80d2a37e1a178a3 23 0.2740987404711528 
None 0b8c67ac3dbc51ec4287e9a76541767146106129 24 0.2659407931390205 
None 0c0dbf4bc137fb862c9d69c3a771a26e4a28d01d 25 0.2649421584964836 
None 0b15ffcdd9015c078588e5288d9e46667611d6b2 26 0.23121903544458336 
None 0b30e970d817fdc264c7e6f61eda62e29775e650 27 0.18652618442821675 
None 0be8d44cdaf0b7cca9697c33a590770f9d6e7fd0 28 0.17656868701574968 
None 0a9a85b82e17c880c923b5de9bec22931ed76f13 29 0.14379160266095795 
None 00ac0ed6be59b281c8f58c3d34387a424f5c6da1 30 0.14379160266095795 
None 0a76f40f5ae91395a09ca16c42949b8ee9525ead 31 0.14379160266095795 
None 0b4a1c61877f9783c5bb5f3eaf53e76c1096cc33 32 0.14379160266095795 
None 0bd443591b5e10934beef050b516afeca6b668fe 33 0.14379160266095795 
None 0b028bc596add636668e7b46cf681d1011a4139e 34 0.14379160266095795 
None 0aa98e80546e920ee739d0f7145031080a6af8f0 35 0.14264136440456965 
None 0a1b57b58a4f85beb910c49de95a52fd2b15096e 36 0.14057519756065745 
None 0a87078a7bf68dfb7f29a3949d7cdfa00349efed 37 0.13387355487100935 
None 0ae70ae84cc9052dedf214ca44a842f0f9edc161 38 0.13357074403504882 
None 0a312b1ea71937f92cf9470a3c171f1643e55786 39 0.1335661103342532 
None 0b1d36c395d04f82448c7f14bce6085b88bb2f47 40 0.13321373070485698 
None 0acbde5c3e5d4f964215218392e5fe30231920e9 41 0.13044490093557437 
None 0a41b85153ef8a084f7b3476d4d38832f533e914 42 0.1274673039738487 
None 0a1a3a1ad89a2b85fedb28ae9d2527b284b28c41 43 0.12661382647840774 
None 0a17c029515e527bfad8a67810ab82f4a3d6a299 44 0.1262074568918377 
None 0bf25ee11173cc87455e3b99254a5474499ecb4d 45 0.12509648659575892 
None 0a84f279d717c0b06d9ae6fd427985dfe8bb71c6 46 0.1250792589468997 
None 0ae02f293c03e3e1a2d4582e62c22f2c0c291f48 47 0.12505690478669446 
None 0ac675fdff45bfddf5aea34d37f58ad7df4f78b9 48 0.12353598015085651 
None 0aff00101d5ccc6592987185ab833f95d842f98b 49 0.11810424394941739 
